GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALW1E001,NAME_M,ALW1M001
"G48004634","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04634","79500US4804634",,,"Harris County (West)--Houston City (West)--North of US-90 & West of TX-6 PUMA, Texas",73341,"Harris County (West)--Houston City (West)--North of US-90 & West of TX-6 PUMA, Texas",3343
"G48004635","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04635","79500US4804635",,,"Houston City (West)--South of I-10 & West of TX-6 PUMA, Texas",76156,"Houston City (West)--South of I-10 & West of TX-6 PUMA, Texas",2428
"G48004636","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04636","79500US4804636",,,"Houston City (West)--East of TX-6 & West of Beltway TX-8 PUMA, Texas",77469,"Houston City (West)--East of TX-6 & West of Beltway TX-8 PUMA, Texas",2488
"G48004637","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04637","79500US4804637",,,"Houston City (West)--Westpark Tollway, West of Beltway TX-8 PUMA; Texas",49663,"Houston City (West)--Westpark Tollway, West of Beltway TX-8 PUMA; Texas",2556
"G48004638","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04638","79500US4804638",,,"Houston City (Southwest)--East of TX-6 & West of Beltway TX-8 PUMA, Texas",43056,"Houston City (Southwest)--East of TX-6 & West of Beltway TX-8 PUMA, Texas",1749
"G48004701","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04701","79500US4804701",,,"Galveston County (Central, South & East)--Galveston, Texas City & La Marque Cities PUMA; Texas",53915,"Galveston County (Central, South & East)--Galveston, Texas City & La Marque Cities PUMA; Texas",1399
"G48004702","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04702","79500US4804702",,,"Galveston County (Northwest)--League City & Friendswood City PUMA, Texas",102198,"Galveston County (Northwest)--League City & Friendswood City PUMA, Texas",3609
"G48004801","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04801","79500US4804801",,,"Houston-Galveston Area Council--Brazoria County (North)--Pearland City PUMA, Texas",101825,"Houston-Galveston Area Council--Brazoria County (North)--Pearland City PUMA, Texas",5208
"G48004802","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04802","79500US4804802",,,"Houston-Galveston Area Council--Brazoria County (Central)--Alvin City PUMA, Texas",71666,"Houston-Galveston Area Council--Brazoria County (Central)--Alvin City PUMA, Texas",3089
"G48004803","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04803","79500US4804803",,,"Houston-Galveston Area Council--Brazoria County (Southwest)--Lake Jackson City PUMA, Texas",67772,"Houston-Galveston Area Council--Brazoria County (Southwest)--Lake Jackson City PUMA, Texas",2569
"G48004901","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04901","79500US4804901",,,"Fort Bend County (East)--Missouri City PUMA, Texas",80212,"Fort Bend County (East)--Missouri City PUMA, Texas",2637
"G48004902","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04902","79500US4804902",,,"Fort Bend County (Northeast)--Sugar Land & Stafford Cities PUMA, Texas",95776,"Fort Bend County (Northeast)--Sugar Land & Stafford Cities PUMA, Texas",3740
"G48004903","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04903","79500US4804903",,,"Fort Bend County (Central)--Rosenberg City, Pecan Grove & New Territory PUMA; Texas",81066,"Fort Bend County (Central)--Rosenberg City, Pecan Grove & New Territory PUMA; Texas",5294
"G48004904","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04904","79500US4804904",,,"Fort Bend County (North)--Mission Bend (Southwest), Cinco Ranch & Four Corners PUMA; Texas",96838,"Fort Bend County (North)--Mission Bend (Southwest), Cinco Ranch & Four Corners PUMA; Texas",4591
"G48004905","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04905","79500US4804905",,,"Fort Bend County (West & South) PUMA, Texas",116663,"Fort Bend County (West & South) PUMA, Texas",4662
"G48005000","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000","79500US4805000",,,"Houston-Galveston Area Council (West) PUMA, Texas",54077,"Houston-Galveston Area Council (West) PUMA, Texas",1779
"G48005100","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05100","79500US4805100",,,"Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties PUMA; Texas",59875,"Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties PUMA; Texas",2106
"G48005201","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05201","79500US4805201",,,"Capital Area COG--Williamson County (North)--Georgetown (East) & Taylor Cities PUMA, Texas",72904,"Capital Area COG--Williamson County (North)--Georgetown (East) & Taylor Cities PUMA, Texas",2074
"G48005202","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05202","79500US4805202",,,"Capital Area COG--Williamson County (Southeast)--Round Rock City PUMA, Texas",90260,"Capital Area COG--Williamson County (Southeast)--Round Rock City PUMA, Texas",3332
"G48005203","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05203","79500US4805203",,,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA; Texas",90849,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA; Texas",3259
"G48005204","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05204","79500US4805204",,,"Capital Area COG--Williamson County (West)--Cedar Park & Leander Cities PUMA, Texas",96147,"Capital Area COG--Williamson County (West)--Cedar Park & Leander Cities PUMA, Texas",1943
"G48005301","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05301","79500US4805301",,,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch PUMA; Texas",81468,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch PUMA; Texas",3288
"G48005302","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05302","79500US4805302",,,"Austin City (North) PUMA, Texas",60636,"Austin City (North) PUMA, Texas",1744
"G48005303","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05303","79500US4805303",,,"Austin City (Northeast) PUMA, Texas",57994,"Austin City (Northeast) PUMA, Texas",2558
"G48005304","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05304","79500US4805304",,,"Austin City (Southeast) PUMA, Texas",53297,"Austin City (Southeast) PUMA, Texas",2115
"G48005305","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05305","79500US4805305",,,"Austin City (Northwest) PUMA, Texas",128784,"Austin City (Northwest) PUMA, Texas",3915
"G48005306","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05306","79500US4805306",,,"Austin City (Central) PUMA, Texas",73020,"Austin City (Central) PUMA, Texas",2505
"G48005307","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05307","79500US4805307",,,"Austin City (South) PUMA, Texas",70600,"Austin City (South) PUMA, Texas",1737
"G48005308","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05308","79500US4805308",,,"Austin City (Southwest), Lost Creek & Barton Creek PUMA; Texas",107771,"Austin City (Southwest), Lost Creek & Barton Creek PUMA; Texas",2187
"G48005309","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05309","79500US4805309",,,"Travis County (West, South & Outside Austin City) PUMA; Texas",97445,"Travis County (West, South & Outside Austin City) PUMA; Texas",3603
"G48005400","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05400","79500US4805400",,,"Capital Area COG (Southwest)--Hays County PUMA, Texas",68717,"Capital Area COG (Southwest)--Hays County PUMA, Texas",2162
"G48005500","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05500","79500US4805500",,,"Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA, Texas",62058,"Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA, Texas",1705
"G48005600","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05600","79500US4805600",,,"Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PUMA, Texas",57539,"Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PUMA, Texas",1996
"G48005700","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05700","79500US4805700",,,"Alamo Area COG (Northeast)--Guadalupe County PUMA, Texas",74496,"Alamo Area COG (Northeast)--Guadalupe County PUMA, Texas",1321
"G48005800","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05800","79500US4805800",,,"Alamo Area COG (Northeast)--Comal County PUMA, Texas",79936,"Alamo Area COG (Northeast)--Comal County PUMA, Texas",2229
"G48005901","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05901","79500US4805901",,,"San Antonio City (Central) PUMA, Texas",32426,"San Antonio City (Central) PUMA, Texas",1373
"G48005902","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05902","79500US4805902",,,"San Antonio City (Northeast)--Inside Loop I-410 PUMA, Texas",51511,"San Antonio City (Northeast)--Inside Loop I-410 PUMA, Texas",1509
"G48005903","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05903","79500US4805903",,,"San Antonio City (Southeast)--Inside Loop I-410 PUMA, Texas",39102,"San Antonio City (Southeast)--Inside Loop I-410 PUMA, Texas",1663
"G48005904","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05904","79500US4805904",,,"San Antonio City (Northwest)--Inside Loop I-410 PUMA, Texas",41430,"San Antonio City (Northwest)--Inside Loop I-410 PUMA, Texas",1553
"G48005905","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05905","79500US4805905",,,"San Antonio City (West)--Inside Loop I-410 PUMA, Texas",35826,"San Antonio City (West)--Inside Loop I-410 PUMA, Texas",1186
"G48005906","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05906","79500US4805906",,,"San Antonio City (Southwest)--Inside Loop I-410 PUMA, Texas",41184,"San Antonio City (Southwest)--Inside Loop I-410 PUMA, Texas",1745
"G48005907","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05907","79500US4805907",,,"Bexar County (South)--San Antonio City (Far South) PUMA, Texas",59991,"Bexar County (South)--San Antonio City (Far South) PUMA, Texas",2937
"G48005908","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05908","79500US4805908",,,"San Antonio City (West)--Between Loop TX-1604 & Loop I-410 PUMA, Texas",63978,"San Antonio City (West)--Between Loop TX-1604 & Loop I-410 PUMA, Texas",2103
"G48005909","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05909","79500US4805909",,,"San Antonio (Northwest) & Leon Valley Cities PUMA, Texas",65570,"San Antonio (Northwest) & Leon Valley Cities PUMA, Texas",1918
"G48005910","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05910","79500US4805910",,,"San Antonio City (Northwest)--Between Loop TX-1604 & Loop I-410 PUMA, Texas",55877,"San Antonio City (Northwest)--Between Loop TX-1604 & Loop I-410 PUMA, Texas",1781
"G48005911","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05911","79500US4805911",,,"San Antonio City (North), Hollywood Park Town & Shavano Park City PUMA; Texas",64260,"San Antonio City (North), Hollywood Park Town & Shavano Park City PUMA; Texas",1696
"G48005912","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05912","79500US4805912",,,"San Antonio City (Northeast)--Between Loop TX-1604 & Loop I-410 PUMA, Texas",64927,"San Antonio City (Northeast)--Between Loop TX-1604 & Loop I-410 PUMA, Texas",2178
"G48005913","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05913","79500US4805913",,,"San Antonio (Northeast), Kirby & Windcrest Cities PUMA; Texas",51969,"San Antonio (Northeast), Kirby & Windcrest Cities PUMA; Texas",1609
"G48005914","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05914","79500US4805914",,,"Bexar County (Northwest)--San Antonio (Far Northwest) & Helotes Cities PUMA, Texas",104481,"Bexar County (Northwest)--San Antonio (Far Northwest) & Helotes Cities PUMA, Texas",2398
"G48005915","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05915","79500US4805915",,,"Bexar County (North)--San Antonio City (Far North) & Timberwood Park PUMA, Texas",98292,"Bexar County (North)--San Antonio City (Far North) & Timberwood Park PUMA, Texas",4113
"G48005916","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05916","79500US4805916",,,"Bexar County (Northeast)--San Antonio (Northeast), Universal City & Converse Cities PUMA; Texas",68887,"Bexar County (Northeast)--San Antonio (Northeast), Universal City & Converse Cities PUMA; Texas",1806
"G48006000","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06000","79500US4806000",,,"Alamo Area COG (Northwest) & Blanco County PUMA, Texas",65133,"Alamo Area COG (Northwest) & Blanco County PUMA, Texas",1798
"G48006100","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06100","79500US4806100",,,"Alamo Area COG (Southwest) PUMA, Texas",56768,"Alamo Area COG (Southwest) PUMA, Texas",1727
"G48006200","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06200","79500US4806200",,,"Middle Rio Grande Development Council PUMA, Texas",40492,"Middle Rio Grande Development Council PUMA, Texas",1993
"G48006301","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06301","79500US4806301",,,"South Texas Development Council (North)--Webb County--Laredo City (Central) PUMA, Texas",35387,"South Texas Development Council (North)--Webb County--Laredo City (Central) PUMA, Texas",987
"G48006302","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06302","79500US4806302",,,"South Texas Development Council--Webb County (North & East)--Laredo City (Outer) PUMA, Texas",58631,"South Texas Development Council--Webb County (North & East)--Laredo City (Outer) PUMA, Texas",3484
"G48006400","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06400","79500US4806400",,,"South Texas Development Council (South) & Coastal Bend COG (West) PUMA, Texas",34057,"South Texas Development Council (South) & Coastal Bend COG (West) PUMA, Texas",2166
"G48006500","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06500","79500US4806500",,,"Coastal Bend COG (Northeast) PUMA, Texas",50808,"Coastal Bend COG (Northeast) PUMA, Texas",2486
"G48006601","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06601","79500US4806601",,,"Coastal Bend COG--Nueces County--Corpus Christi City (Outer) PUMA, Texas",65110,"Coastal Bend COG--Nueces County--Corpus Christi City (Outer) PUMA, Texas",2692
"G48006602","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06602","79500US4806602",,,"Coastal Bend COG--Nueces County (Central)--Corpus Christi City (North Central) PUMA, Texas",41740,"Coastal Bend COG--Nueces County (Central)--Corpus Christi City (North Central) PUMA, Texas",1200
"G48006603","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06603","79500US4806603",,,"Coastal Bend COG--Nueces County (Central)--Corpus Christi City (South Central) PUMA, Texas",64401,"Coastal Bend COG--Nueces County (Central)--Corpus Christi City (South Central) PUMA, Texas",1985
"G48006701","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06701","79500US4806701",,,"Cameron County (East)--Brownsville City (North) PUMA, Texas",42640,"Cameron County (East)--Brownsville City (North) PUMA, Texas",2684
"G48006702","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06702","79500US4806702",,,"Cameron County (West)--Harlingen & San Benito Cities PUMA, Texas",38609,"Cameron County (West)--Harlingen & San Benito Cities PUMA, Texas",1590
"G48006703","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06703","79500US4806703",,,"Cameron County (South)--Brownsville City (Central) PUMA, Texas",36145,"Cameron County (South)--Brownsville City (Central) PUMA, Texas",1706
"G48006801","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06801","79500US4806801",,,"Hidalgo County (Southeast)--Weslaco & Mercedes Cities PUMA, Texas",37164,"Hidalgo County (Southeast)--Weslaco & Mercedes Cities PUMA, Texas",2249
"G48006802","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06802","79500US4806802",,,"Hidalgo County (East)--Alamo & Donna Cities PUMA, Texas",34143,"Hidalgo County (East)--Alamo & Donna Cities PUMA, Texas",2245
"G48006803","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06803","79500US4806803",,,"Hidalgo County (South Central)--Pharr, San Juan & Hidalgo Cities PUMA; Texas",39148,"Hidalgo County (South Central)--Pharr, San Juan & Hidalgo Cities PUMA; Texas",2363
"G48006804","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06804","79500US4806804",,,"Hidalgo County (North Central)--Edinburg City PUMA, Texas",45200,"Hidalgo County (North Central)--Edinburg City PUMA, Texas",2638
"G48006805","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06805","79500US4806805",,,"Hidalgo County (Central)--McAllen City PUMA, Texas",46518,"Hidalgo County (Central)--McAllen City PUMA, Texas",3196
"G48006806","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06806","79500US4806806",,,"Hidalgo County (Southwest)--Mission City PUMA, Texas",46482,"Hidalgo County (Southwest)--Mission City PUMA, Texas",3306
"G48006807","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06807","79500US4806807",,,"Hidalgo County (North & West) PUMA, Texas",30544,"Hidalgo County (North & West) PUMA, Texas",1523
"G48006900","2015-2019","TX",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06900","79500US4806900",,,"Coastal Bend COG (Southeast) & Willacy County PUMA, Texas",40351,"Coastal Bend COG (Southeast) & Willacy County PUMA, Texas",2764
"G49003001","2015-2019","UT",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03001","79500US4903001",,,"Tooele & Box Elder Counties PUMA, Utah",67800,"Tooele & Box Elder Counties PUMA, Utah",1805
"G49005001","2015-2019","UT",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05001","79500US4905001",,,"Cache, Summit, Morgan & Rich Counties PUMA; Utah",68846,"Cache, Summit, Morgan & Rich Counties PUMA; Utah",1822
"G49011001","2015-2019","UT",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11001","79500US4911001",,,"Davis County (North)--Layton, Clearfield, Kaysville, Syracuse & Clinton Cities PUMA; Utah",82150,"Davis County (North)--Layton, Clearfield, Kaysville, Syracuse & Clinton Cities PUMA; Utah",1592
"G49011002","2015-2019","UT",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11002","79500US4911002",,,"Davis County (South)--Bountiful, Farmington & North Salt Lake Cities PUMA; Utah",86243,"Davis County (South)--Bountiful, Farmington & North Salt Lake Cities PUMA; Utah",2445
"G49013001","2015-2019","UT",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13001","79500US4913001",,,"Southeast Utah & Uintah Basin Region PUMA, Utah",62161,"Southeast Utah & Uintah Basin Region PUMA, Utah",1650
"G49021001","2015-2019","UT",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21001","79500US4921001",,,"Southwest & South Central Utah (Outside Washington County)--Cedar City PUMA, Utah",53919,"Southwest & South Central Utah (Outside Washington County)--Cedar City PUMA, Utah",1470
"G49035001","2015-2019","UT",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35001","79500US4935001",,,"Salt Lake County (Northwest)--Salt Lake City (West), West Valley City (West) & Magna PUMA; Utah",62414,"Salt Lake County (Northwest)--Salt Lake City (West), West Valley City (West) & Magna PUMA; Utah",2178
"G49035002","2015-2019","UT",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35002","79500US4935002",,,"Salt Lake County (Northeast)--Salt Lake City (East) PUMA, Utah",63366,"Salt Lake County (Northeast)--Salt Lake City (East) PUMA, Utah",1405
"G49035003","2015-2019","UT",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35003","79500US4935003",,,"Salt Lake County--West Valley City (Central), Salt Lake City (South Central) & Kearns PUMA; Utah",67730,"Salt Lake County--West Valley City (Central), Salt Lake City (South Central) & Kearns PUMA; Utah",2099
"G49035004","2015-2019","UT",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35004","79500US4935004",,,"Salt Lake County--West Valley City (East), Taylorsville & Murray (West) Cities PUMA; Utah",56824,"Salt Lake County--West Valley City (East), Taylorsville & Murray (West) Cities PUMA; Utah",1416
"G49035005","2015-2019","UT",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35005","79500US4935005",,,"Salt Lake County (East Central)--Murray (East), Holladay Cities & Millcreek PUMA; Utah",69273,"Salt Lake County (East Central)--Murray (East), Holladay Cities & Millcreek PUMA; Utah",2036
"G49035006","2015-2019","UT",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35006","79500US4935006",,,"Salt Lake County--West Jordan (West), Herriman & South Jordan (West) Cities PUMA; Utah",95625,"Salt Lake County--West Jordan (West), Herriman & South Jordan (West) Cities PUMA; Utah",2711
"G49035007","2015-2019","UT",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35007","79500US4935007",,,"Salt Lake County--West Jordan (East), South Jordan (East) & Riverton Cities PUMA; Utah",91348,"Salt Lake County--West Jordan (East), South Jordan (East) & Riverton Cities PUMA; Utah",2067
"G49035008","2015-2019","UT",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35008","79500US4935008",,,"Salt Lake County (Southeast)--Sandy (North), Cottonwood Heights & Midvale Cities PUMA; Utah",80551,"Salt Lake County (Southeast)--Sandy (North), Cottonwood Heights & Midvale Cities PUMA; Utah",2315
"G49035009","2015-2019","UT",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35009","79500US4935009",,,"Salt Lake County (South & East Central)--Draper (Northwest) & Sandy (South) Cities PUMA, Utah",102074,"Salt Lake County (South & East Central)--Draper (Northwest) & Sandy (South) Cities PUMA, Utah",2593
"G49049001","2015-2019","UT",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49001","79500US4949001",,,"Utah County (West)--Saratoga Springs, Payson & Lehi (Southwest) Cities PUMA; Utah",84038,"Utah County (West)--Saratoga Springs, Payson & Lehi (Southwest) Cities PUMA; Utah",1775
"G49049002","2015-2019","UT",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49002","79500US4949002",,,"Utah County (Central)--Orem, Pleasant Grove, American Fork & Lindon Cities PUMA; Utah",70520,"Utah County (Central)--Orem, Pleasant Grove, American Fork & Lindon Cities PUMA; Utah",1667
"G49049003","2015-2019","UT",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49003","79500US4949003",,,"Utah County (Central)--Provo City PUMA, Utah",48917,"Utah County (Central)--Provo City PUMA, Utah",1794
"G49049004","2015-2019","UT",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49004","79500US4949004",,,"Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities PUMA; Utah",93556,"Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities PUMA; Utah",1495
"G49053001","2015-2019","UT",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53001","79500US4953001",,,"Washington County--St. George City PUMA, Utah",59839,"Washington County--St. George City PUMA, Utah",1736
"G49057001","2015-2019","UT",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57001","79500US4957001",,,"Weber County (West)--Roy, North Ogden, Ogden (Northwest) & West Haven Cities PUMA; Utah",74322,"Weber County (West)--Roy, North Ogden, Ogden (Northwest) & West Haven Cities PUMA; Utah",1789
"G49057002","2015-2019","UT",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57002","79500US4957002",,,"Weber County (East)--Ogden (Southeast) & South Ogden Cities PUMA, Utah",58127,"Weber County (East)--Ogden (Southeast) & South Ogden Cities PUMA, Utah",2218
"G50000100","2015-2019","VT",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00100","79500US5000100",,,"Northwest Vermont--Chittenden, Franklin & Grand Isle Counties--Burlington City PUMA; Vermont",71413,"Northwest Vermont--Chittenden, Franklin & Grand Isle Counties--Burlington City PUMA; Vermont",1682
"G50000200","2015-2019","VT",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00200","79500US5000200",,,"Northeast Vermont--Washington, Caledonia, Orleans, Lamoille & Essex Counties PUMA; Vermont",57091,"Northeast Vermont--Washington, Caledonia, Orleans, Lamoille & Essex Counties PUMA; Vermont",1113
